variant,seed,minute,character,room,action,target,motive,urgency,resolution,margin,outcome
daniel_ate_it,19,28,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,"thought again, and carried on"
daniel_ate_it,19,28,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.011,daniel had gone before it could help
daniel_ate_it,19,31,leo,kitchen,wait,,keep_peace,0.831,too_close,0.062,stayed where they were
daniel_ate_it,19,32,daniel,bathroom,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,19,33,elena,kitchen,wait,,keep_peace,0.920,clear,0.295,stayed where they were
daniel_ate_it,19,36,leo,kitchen,wait,,keep_peace,0.798,too_close,0.045,stayed where they were
daniel_ate_it,19,36,mara,kitchen,go_to,back_room,find_out,0.592,too_close,0.000,went to back_room
daniel_ate_it,19,38,elena,kitchen,wait,,keep_peace,0.896,clear,0.287,stayed where they were
daniel_ate_it,19,40,daniel,bathroom,go_to,kitchen,get_food,0.734,too_close,0.052,went to kitchen
daniel_ate_it,19,40,mara,back_room,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,19,41,leo,kitchen,search_room,,find_out,0.705,too_close,0.029,went through the room
daniel_ate_it,19,43,elena,kitchen,wait,,keep_peace,0.876,clear,0.277,stayed where they were
daniel_ate_it,19,44,daniel,kitchen,go_to,brothers_room,find_out,0.982,clear,0.140,went to brothers_room
daniel_ate_it,19,48,daniel,brothers_room,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,19,48,elena,kitchen,wait,,keep_peace,0.861,clear,0.270,stayed where they were
daniel_ate_it,19,48,mara,back_room,go_to,kitchen,get_food,0.682,clear,0.170,went to kitchen
daniel_ate_it,19,49,elena,kitchen,wait,,keep_peace,0.971,clear,0.301,"thought again, and carried on"
daniel_ate_it,19,49,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,19,52,mara,kitchen,go_to,bathroom,find_out,0.592,too_close,0.003,went to bathroom
daniel_ate_it,19,53,elena,kitchen,wait,,keep_peace,0.952,clear,0.299,stayed where they were
daniel_ate_it,19,54,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,19,56,daniel,brothers_room,go_to,kitchen,get_food,0.808,clear,0.232,went to kitchen
daniel_ate_it,19,56,mara,bathroom,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,19,58,elena,kitchen,wait,,keep_peace,0.927,clear,0.296,stayed where they were
daniel_ate_it,19,59,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,19,60,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,19,63,elena,kitchen,wait,,keep_peace,0.902,clear,0.291,stayed where they were
daniel_ate_it,19,64,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,19,64,mara,bathroom,go_to,kitchen,get_food,0.743,clear,0.204,went to kitchen
daniel_ate_it,19,65,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,19,68,elena,kitchen,wait,,keep_peace,0.881,clear,0.280,stayed where they were
daniel_ate_it,19,68,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.014,
daniel_ate_it,19,69,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,19,70,daniel,kitchen,observe,mara,find_out,0.982,too_close,0.021,watched mara
daniel_ate_it,19,73,elena,kitchen,wait,,keep_peace,0.864,clear,0.272,
daniel_ate_it,19,74,daniel,kitchen,wait,,keep_peace,0.605,clear,0.110,stayed where they were
daniel_ate_it,19,74,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.233,sat with mara
daniel_ate_it,19,74,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.000,
daniel_ate_it,19,74,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,19,79,daniel,kitchen,wait,,keep_peace,0.541,too_close,0.078,stayed where they were
daniel_ate_it,19,79,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,19,82,elena,kitchen,wait,,keep_peace,0.925,clear,0.296,stayed where they were
daniel_ate_it,19,82,leo,kitchen,wait,,keep_peace,0.835,clear,0.341,stayed where they were
daniel_ate_it,19,82,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,"thought again, and carried on"
daniel_ate_it,19,84,daniel,kitchen,wait,,keep_peace,0.500,too_close,0.057,stayed where they were
daniel_ate_it,19,85,mara,kitchen,go_to,brothers_room,find_out,0.592,too_close,0.014,went to brothers_room
daniel_ate_it,19,87,elena,kitchen,wait,,keep_peace,0.900,clear,0.290,
daniel_ate_it,19,87,leo,kitchen,wait,,keep_peace,0.800,clear,0.338,
daniel_ate_it,19,89,daniel,kitchen,wait,,keep_peace,0.473,too_close,0.044,
daniel_ate_it,19,89,mara,brothers_room,go_to,kitchen,get_food,0.838,clear,0.198,
daniel_ate_it,20,1,daniel,kitchen,check_pantry,,find_out,0.982,clear,0.179,found 2 portions left
daniel_ate_it,20,1,elena,kitchen,comfort,daniel,look_after:daniel,0.877,too_close,0.000,sat with daniel
daniel_ate_it,20,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
daniel_ate_it,20,1,mara,kitchen,comfort,elena,look_after:elena,0.922,too_close,0.007,
daniel_ate_it,20,4,daniel,kitchen,search_room,,find_out,0.982,clear,0.508,went through the room
daniel_ate_it,20,4,leo,kitchen,comfort,daniel,look_after:daniel,0.608,too_close,0.062,
daniel_ate_it,20,9,daniel,kitchen,search_room,,find_out,0.982,clear,0.644,"thought again, and carried on"
daniel_ate_it,20,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,found 2 portions left
daniel_ate_it,20,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,stayed where they were
daniel_ate_it,20,9,mara,kitchen,check_pantry,,find_out,0.592,clear,0.217,found 2 portions left
daniel_ate_it,20,12,daniel,kitchen,go_to,back_room,find_out,0.982,clear,0.213,went to back_room
daniel_ate_it,20,12,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.183,"thought again, and carried on"
daniel_ate_it,20,12,mara,kitchen,search_room,,find_out,0.592,clear,0.249,went through the room
daniel_ate_it,20,13,elena,kitchen,wait,,keep_peace,0.972,clear,0.301,stayed where they were
daniel_ate_it,20,14,leo,kitchen,wait,,keep_peace,0.823,too_close,0.058,stayed where they were
daniel_ate_it,20,16,daniel,back_room,search_room,,find_out,0.982,clear,0.635,went through the room
daniel_ate_it,20,18,elena,kitchen,wait,,keep_peace,0.948,clear,0.298,
daniel_ate_it,20,19,leo,kitchen,wait,,keep_peace,0.794,too_close,0.043,stayed where they were
daniel_ate_it,20,20,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
daniel_ate_it,20,20,leo,kitchen,wait,,keep_peace,0.964,too_close,0.003,"thought again, and carried on"
daniel_ate_it,20,20,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.416,
daniel_ate_it,20,24,daniel,back_room,go_to,bathroom,find_out,0.982,too_close,0.019,went to bathroom
daniel_ate_it,20,24,leo,kitchen,wait,,keep_peace,0.916,too_close,0.077,stayed where they were
daniel_ate_it,20,28,daniel,bathroom,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,20,28,elena,kitchen,wait,,keep_peace,0.945,clear,0.298,stayed where they were
daniel_ate_it,20,28,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,"thought again, and carried on"
daniel_ate_it,20,28,mara,kitchen,wait,,keep_peace,0.359,too_close,0.003,stayed where they were
daniel_ate_it,20,30,leo,kitchen,search_room,,find_out,0.705,too_close,0.067,went through the room
daniel_ate_it,20,33,elena,kitchen,wait,,keep_peace,0.920,clear,0.295,stayed where they were
daniel_ate_it,20,33,mara,kitchen,wait,,keep_peace,0.340,too_close,0.001,stayed where they were
daniel_ate_it,20,36,daniel,bathroom,go_to,brothers_room,find_out,0.982,too_close,0.042,went to brothers_room
daniel_ate_it,20,38,elena,kitchen,wait,,keep_peace,0.973,clear,0.301,stayed where they were
daniel_ate_it,20,38,leo,kitchen,wait,,keep_peace,0.790,clear,0.333,stayed where they were
daniel_ate_it,20,38,mara,kitchen,wait,,keep_peace,0.328,too_close,0.000,stayed where they were
daniel_ate_it,20,40,daniel,brothers_room,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,20,43,elena,kitchen,wait,,keep_peace,0.950,clear,0.299,stayed where they were
daniel_ate_it,20,43,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,20,43,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.001,sat with elena
daniel_ate_it,20,48,daniel,brothers_room,go_to,kitchen,get_food,0.771,clear,0.212,went to kitchen
daniel_ate_it,20,48,elena,kitchen,wait,,keep_peace,0.924,clear,0.296,stayed where they were
daniel_ate_it,20,48,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,20,51,elena,kitchen,wait,,keep_peace,0.877,clear,0.278,"thought again, and carried on"
daniel_ate_it,20,51,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
daniel_ate_it,20,51,mara,kitchen,go_to,back_room,find_out,0.592,too_close,0.003,went to back_room
daniel_ate_it,20,52,daniel,kitchen,observe,elena,find_out,0.982,too_close,0.021,watched elena
daniel_ate_it,20,53,elena,kitchen,wait,,keep_peace,0.871,clear,0.275,stayed where they were
daniel_ate_it,20,53,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,20,55,mara,back_room,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,20,56,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,20,56,elena,kitchen,wait,,keep_peace,0.862,clear,0.087,"thought again, and carried on"
daniel_ate_it,20,58,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,20,59,elena,kitchen,wait,,keep_peace,0.854,clear,0.123,stayed where they were
daniel_ate_it,20,61,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,20,63,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,20,63,mara,back_room,go_to,kitchen,get_food,0.739,clear,0.202,went to kitchen
daniel_ate_it,20,64,elena,kitchen,wait,,keep_peace,0.845,clear,0.165,stayed where they were
daniel_ate_it,20,66,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,20,67,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,20,68,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,20,69,elena,kitchen,wait,,keep_peace,0.825,clear,0.187,stayed where they were
daniel_ate_it,20,71,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,20,72,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.014,sat with daniel
daniel_ate_it,20,73,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,20,74,elena,kitchen,wait,,keep_peace,0.825,clear,0.208,stayed where they were
daniel_ate_it,20,76,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,20,78,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,20,79,elena,kitchen,wait,,keep_peace,0.825,clear,0.223,stayed where they were
daniel_ate_it,20,80,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,"thought again, and carried on"
daniel_ate_it,20,80,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,"thought again, and carried on"
daniel_ate_it,20,80,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
daniel_ate_it,20,80,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.014,sat with elena
daniel_ate_it,20,81,daniel,kitchen,observe,mara,find_out,0.982,too_close,0.021,watched mara
daniel_ate_it,20,83,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,
daniel_ate_it,20,84,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,
daniel_ate_it,20,85,daniel,kitchen,wait,,keep_peace,0.605,clear,0.110,stayed where they were
daniel_ate_it,20,85,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.233,
daniel_ate_it,20,85,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.000,
daniel_ate_it,20,85,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.014,"thought again, and carried on"
daniel_ate_it,20,89,elena,kitchen,wait,,keep_peace,0.904,clear,0.292,
daniel_ate_it,20,89,leo,kitchen,wait,,keep_peace,0.883,clear,0.355,
daniel_ate_it,20,89,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.014,
daniel_ate_it,20,90,daniel,kitchen,observe,elena,find_out,0.982,too_close,0.078,
daniel_ate_it,21,1,daniel,kitchen,check_pantry,,find_out,0.982,clear,0.179,found 2 portions left
daniel_ate_it,21,1,elena,kitchen,comfort,daniel,look_after:daniel,0.877,too_close,0.000,sat with daniel
daniel_ate_it,21,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
daniel_ate_it,21,1,mara,kitchen,comfort,daniel,look_after:daniel,0.930,too_close,0.007,
daniel_ate_it,21,4,daniel,kitchen,search_room,,find_out,0.982,clear,0.508,went through the room
daniel_ate_it,21,4,leo,kitchen,comfort,daniel,look_after:daniel,0.608,too_close,0.062,
daniel_ate_it,21,9,daniel,kitchen,search_room,,find_out,0.982,clear,0.644,"thought again, and carried on"
daniel_ate_it,21,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,found 2 portions left
daniel_ate_it,21,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,stayed where they were
daniel_ate_it,21,9,mara,kitchen,check_pantry,,find_out,0.592,clear,0.217,found 2 portions left
daniel_ate_it,21,12,daniel,kitchen,go_to,back_room,find_out,0.982,clear,0.213,went to back_room
daniel_ate_it,21,12,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.183,"thought again, and carried on"
daniel_ate_it,21,12,mara,kitchen,search_room,,find_out,0.592,clear,0.249,went through the room
daniel_ate_it,21,13,elena,kitchen,wait,,keep_peace,0.972,clear,0.301,stayed where they were
daniel_ate_it,21,14,leo,kitchen,wait,,keep_peace,0.823,too_close,0.058,stayed where they were
daniel_ate_it,21,16,daniel,back_room,search_room,,find_out,0.982,clear,0.635,went through the room
daniel_ate_it,21,18,elena,kitchen,wait,,keep_peace,0.948,clear,0.298,
daniel_ate_it,21,19,leo,kitchen,wait,,keep_peace,0.794,too_close,0.043,
daniel_ate_it,21,20,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
daniel_ate_it,21,20,leo,kitchen,comfort,elena,look_after:elena,0.676,too_close,0.003,
daniel_ate_it,21,20,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.416,sat with elena
daniel_ate_it,21,24,daniel,back_room,go_to,bathroom,find_out,0.982,too_close,0.019,went to bathroom
daniel_ate_it,21,28,daniel,bathroom,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,21,28,elena,kitchen,wait,,keep_peace,0.945,clear,0.298,stayed where they were
daniel_ate_it,21,28,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,
daniel_ate_it,21,28,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.003,"thought again, and carried on"
daniel_ate_it,21,29,elena,kitchen,wait,,keep_peace,0.903,clear,0.291,"thought again, and carried on"
daniel_ate_it,21,29,leo,kitchen,search_room,,find_out,0.705,too_close,0.072,went through the room
daniel_ate_it,21,29,mara,kitchen,wait,,keep_peace,0.354,too_close,0.002,stayed where they were
daniel_ate_it,21,33,elena,kitchen,wait,,keep_peace,0.885,clear,0.282,stayed where they were
daniel_ate_it,21,34,mara,kitchen,wait,,keep_peace,0.338,too_close,0.001,stayed where they were
daniel_ate_it,21,36,daniel,bathroom,go_to,kitchen,get_food,0.716,too_close,0.042,went to kitchen
daniel_ate_it,21,37,elena,kitchen,wait,,keep_peace,0.972,clear,0.301,"thought again, and carried on"
daniel_ate_it,21,37,leo,kitchen,wait,,keep_peace,0.794,clear,0.335,stayed where they were
daniel_ate_it,21,38,elena,kitchen,wait,,keep_peace,0.967,clear,0.300,stayed where they were
daniel_ate_it,21,39,mara,kitchen,go_to,back_room,find_out,0.592,too_close,0.001,went to back_room
daniel_ate_it,21,40,daniel,kitchen,go_to,brothers_room,find_out,0.982,clear,0.140,went to brothers_room
daniel_ate_it,21,42,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,21,43,elena,kitchen,wait,,keep_peace,0.943,clear,0.298,stayed where they were
daniel_ate_it,21,43,mara,back_room,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,21,44,daniel,brothers_room,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,21,47,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,21,48,elena,kitchen,wait,,keep_peace,0.917,clear,0.295,stayed where they were
daniel_ate_it,21,51,mara,back_room,go_to,kitchen,get_food,0.694,clear,0.177,went to kitchen
daniel_ate_it,21,52,daniel,brothers_room,go_to,kitchen,get_food,0.789,clear,0.222,went to kitchen
daniel_ate_it,21,52,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,21,53,elena,kitchen,wait,,keep_peace,0.894,clear,0.286,stayed where they were
daniel_ate_it,21,55,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.003,sat with elena
daniel_ate_it,21,56,daniel,kitchen,observe,elena,find_out,0.982,too_close,0.021,watched elena
daniel_ate_it,21,57,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,21,58,elena,kitchen,wait,,keep_peace,0.874,clear,0.277,stayed where they were
daniel_ate_it,21,60,daniel,kitchen,observe,leo,find_out,0.982,too_close,0.021,watched leo
daniel_ate_it,21,60,elena,kitchen,wait,,keep_peace,0.868,clear,0.091,"thought again, and carried on"
daniel_ate_it,21,62,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,21,63,elena,kitchen,wait,,keep_peace,0.844,clear,0.118,"thought again, and carried on"
daniel_ate_it,21,63,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
daniel_ate_it,21,63,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.014,
daniel_ate_it,21,64,daniel,kitchen,observe,mara,find_out,0.982,too_close,0.021,watched mara
daniel_ate_it,21,64,elena,kitchen,wait,,keep_peace,0.843,clear,0.128,
daniel_ate_it,21,64,leo,kitchen,wait,,keep_peace,0.765,clear,0.157,"thought again, and carried on"
daniel_ate_it,21,68,daniel,kitchen,wait,,keep_peace,0.605,clear,0.248,stayed where they were
daniel_ate_it,21,68,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.233,sat with mara
daniel_ate_it,21,68,leo,kitchen,wait,,keep_peace,0.935,too_close,0.000,stayed where they were
daniel_ate_it,21,68,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.014,
daniel_ate_it,21,73,daniel,kitchen,wait,,keep_peace,0.541,clear,0.337,stayed where they were
daniel_ate_it,21,73,leo,kitchen,wait,,keep_peace,0.870,clear,0.088,stayed where they were
daniel_ate_it,21,76,elena,kitchen,wait,,keep_peace,0.922,clear,0.249,stayed where they were
daniel_ate_it,21,76,leo,kitchen,wait,,keep_peace,0.835,clear,0.310,"thought again, and carried on"
daniel_ate_it,21,76,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,21,78,daniel,kitchen,wait,,keep_peace,0.500,too_close,0.057,stayed where they were
daniel_ate_it,21,79,leo,kitchen,wait,,keep_peace,0.812,clear,0.313,stayed where they were
daniel_ate_it,21,81,elena,kitchen,wait,,keep_peace,0.897,clear,0.254,stayed where they were
daniel_ate_it,21,81,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,21,83,daniel,kitchen,wait,,keep_peace,0.473,too_close,0.044,stayed where they were
daniel_ate_it,21,84,leo,kitchen,wait,,keep_peace,0.788,clear,0.332,stayed where they were
daniel_ate_it,21,86,elena,kitchen,wait,,keep_peace,0.877,clear,0.278,
daniel_ate_it,21,86,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.014,
daniel_ate_it,21,88,daniel,kitchen,observe,mara,find_out,0.982,too_close,0.036,
daniel_ate_it,21,89,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,
daniel_ate_it,22,1,daniel,kitchen,check_pantry,,find_out,0.982,clear,0.179,found 2 portions left
daniel_ate_it,22,1,elena,kitchen,comfort,daniel,look_after:daniel,0.877,too_close,0.000,sat with daniel
daniel_ate_it,22,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
daniel_ate_it,22,1,mara,kitchen,check_pantry,,find_out,0.592,too_close,0.007,found 2 portions left
daniel_ate_it,22,4,daniel,kitchen,search_room,,find_out,0.982,clear,0.508,went through the room
daniel_ate_it,22,4,leo,kitchen,wait,,keep_peace,0.942,too_close,0.062,stayed where they were
daniel_ate_it,22,4,mara,kitchen,comfort,daniel,look_after:daniel,0.888,clear,0.150,
daniel_ate_it,22,9,daniel,kitchen,search_room,,find_out,0.982,clear,0.644,"thought again, and carried on"
daniel_ate_it,22,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,found 2 portions left
daniel_ate_it,22,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,"thought again, and carried on"
daniel_ate_it,22,9,mara,kitchen,search_room,,find_out,0.592,clear,0.253,went through the room
daniel_ate_it,22,10,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,stayed where they were
daniel_ate_it,22,12,daniel,kitchen,go_to,back_room,find_out,0.982,clear,0.213,went to back_room
daniel_ate_it,22,12,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.183,"thought again, and carried on"
daniel_ate_it,22,13,elena,kitchen,wait,,keep_peace,0.972,clear,0.301,
daniel_ate_it,22,15,leo,kitchen,wait,,keep_peace,0.815,too_close,0.054,
daniel_ate_it,22,16,daniel,back_room,search_room,,find_out,0.982,clear,0.635,went through the room
daniel_ate_it,22,17,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
daniel_ate_it,22,17,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.003,
daniel_ate_it,22,17,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.408,
daniel_ate_it,22,24,daniel,back_room,go_to,kitchen,get_food,0.660,too_close,0.019,went to kitchen
daniel_ate_it,22,25,elena,kitchen,wait,,keep_peace,0.946,clear,0.298,stayed where they were
daniel_ate_it,22,25,leo,kitchen,wait,,keep_peace,0.865,too_close,0.079,stayed where they were
daniel_ate_it,22,25,mara,kitchen,go_to,back_room,find_out,0.592,too_close,0.003,went to back_room
daniel_ate_it,22,28,daniel,kitchen,go_to,bathroom,find_out,0.982,clear,0.140,went to bathroom
daniel_ate_it,22,29,mara,back_room,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,22,30,elena,kitchen,wait,,keep_peace,0.920,clear,0.296,stayed where they were
daniel_ate_it,22,30,leo,kitchen,wait,,keep_peace,0.816,too_close,0.054,stayed where they were
daniel_ate_it,22,32,daniel,bathroom,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,22,35,elena,kitchen,wait,,keep_peace,0.896,clear,0.288,stayed where they were
daniel_ate_it,22,35,leo,kitchen,wait,,keep_peace,0.790,too_close,0.041,stayed where they were
daniel_ate_it,22,37,mara,back_room,go_to,kitchen,get_food,0.641,clear,0.131,went to kitchen
daniel_ate_it,22,40,daniel,bathroom,go_to,brothers_room,find_out,0.982,too_close,0.052,went to brothers_room
daniel_ate_it,22,40,elena,kitchen,wait,,keep_peace,0.876,clear,0.278,stayed where they were
daniel_ate_it,22,40,leo,kitchen,search_room,,find_out,0.705,too_close,0.029,went through the room
daniel_ate_it,22,41,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.001,sat with elena
daniel_ate_it,22,44,daniel,brothers_room,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,22,45,elena,kitchen,wait,,keep_peace,0.861,clear,0.270,stayed where they were
daniel_ate_it,22,48,elena,kitchen,wait,,keep_peace,0.971,clear,0.301,"thought again, and carried on"
daniel_ate_it,22,48,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,22,49,elena,kitchen,wait,,keep_peace,0.929,clear,0.296,"thought again, and carried on"
daniel_ate_it,22,49,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
daniel_ate_it,22,49,mara,kitchen,go_to,bathroom,find_out,0.592,too_close,0.003,went to bathroom
daniel_ate_it,22,50,elena,kitchen,wait,,keep_peace,0.924,clear,0.296,stayed where they were
daniel_ate_it,22,52,daniel,brothers_room,go_to,kitchen,get_food,0.789,clear,0.222,went to kitchen
daniel_ate_it,22,53,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,22,53,mara,bathroom,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,22,55,elena,kitchen,wait,,keep_peace,0.899,clear,0.289,stayed where they were
daniel_ate_it,22,56,daniel,kitchen,observe,leo,find_out,0.982,too_close,0.021,watched leo
daniel_ate_it,22,58,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,22,60,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,22,60,elena,kitchen,wait,,keep_peace,0.879,clear,0.279,stayed where they were
daniel_ate_it,22,60,leo,kitchen,wait,,keep_peace,0.765,clear,0.157,"thought again, and carried on"
daniel_ate_it,22,61,mara,bathroom,go_to,kitchen,get_food,0.732,clear,0.197,went to kitchen
daniel_ate_it,22,64,leo,kitchen,wait,,keep_peace,0.765,clear,0.226,stayed where they were
daniel_ate_it,22,65,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,22,65,elena,kitchen,wait,,keep_peace,0.863,clear,0.271,stayed where they were
daniel_ate_it,22,65,mara,kitchen,go_to,brothers_room,find_out,0.592,too_close,0.014,went to brothers_room
daniel_ate_it,22,69,leo,kitchen,wait,,keep_peace,0.765,clear,0.273,stayed where they were
daniel_ate_it,22,69,mara,brothers_room,go_to,kitchen,get_food,0.762,clear,0.214,went to kitchen
daniel_ate_it,22,70,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,22,70,elena,kitchen,wait,,keep_peace,0.851,clear,0.265,stayed where they were
daniel_ate_it,22,73,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,22,74,leo,kitchen,wait,,keep_peace,0.765,clear,0.296,stayed where they were
daniel_ate_it,22,75,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,22,75,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
daniel_ate_it,22,78,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,22,79,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
