variant,seed,minute,character,room,action,target,motive,urgency,resolution,margin,outcome
daniel_ate_it,1,1,daniel,kitchen,check_pantry,,find_out,0.982,clear,0.179,found 2 portions left
daniel_ate_it,1,1,elena,kitchen,comfort,daniel,look_after:daniel,0.877,too_close,0.000,sat with daniel
daniel_ate_it,1,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
daniel_ate_it,1,1,mara,kitchen,comfort,elena,look_after:elena,0.922,too_close,0.007,
daniel_ate_it,1,4,daniel,kitchen,search_room,,find_out,0.982,clear,0.508,went through the room
daniel_ate_it,1,4,leo,kitchen,wait,,keep_peace,0.942,too_close,0.062,stayed where they were
daniel_ate_it,1,9,daniel,kitchen,search_room,,find_out,0.982,clear,0.644,"thought again, and carried on"
daniel_ate_it,1,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,found 2 portions left
daniel_ate_it,1,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,"thought again, and carried on"
daniel_ate_it,1,9,mara,kitchen,check_pantry,,find_out,0.592,clear,0.217,found 2 portions left
daniel_ate_it,1,10,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,stayed where they were
daniel_ate_it,1,12,daniel,kitchen,go_to,back_room,find_out,0.982,clear,0.213,went to back_room
daniel_ate_it,1,12,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.183,"thought again, and carried on"
daniel_ate_it,1,12,mara,kitchen,search_room,,find_out,0.592,clear,0.249,went through the room
daniel_ate_it,1,13,elena,kitchen,wait,,keep_peace,0.972,clear,0.301,stayed where they were
daniel_ate_it,1,15,leo,kitchen,search_room,,find_out,0.705,too_close,0.054,
daniel_ate_it,1,16,daniel,back_room,search_room,,find_out,0.982,clear,0.635,went through the room
daniel_ate_it,1,18,elena,kitchen,wait,,keep_peace,0.948,clear,0.298,
daniel_ate_it,1,20,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
daniel_ate_it,1,20,leo,kitchen,wait,,keep_peace,0.964,too_close,0.003,stayed where they were
daniel_ate_it,1,20,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.416,
daniel_ate_it,1,24,daniel,back_room,go_to,kitchen,get_food,0.660,too_close,0.019,went to kitchen
daniel_ate_it,1,25,leo,kitchen,wait,,keep_peace,0.903,clear,0.091,stayed where they were
daniel_ate_it,1,28,daniel,kitchen,go_to,bathroom,find_out,0.982,clear,0.140,went to bathroom
daniel_ate_it,1,28,elena,kitchen,wait,,keep_peace,0.945,clear,0.298,stayed where they were
daniel_ate_it,1,28,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,"thought again, and carried on"
daniel_ate_it,1,28,mara,kitchen,go_to,back_room,find_out,0.592,too_close,0.011,went to back_room
daniel_ate_it,1,31,leo,kitchen,search_room,,find_out,0.705,too_close,0.062,went through the room
daniel_ate_it,1,32,daniel,bathroom,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,1,32,mara,back_room,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,1,33,elena,kitchen,wait,,keep_peace,0.920,clear,0.295,stayed where they were
daniel_ate_it,1,38,elena,kitchen,wait,,keep_peace,0.896,clear,0.287,stayed where they were
daniel_ate_it,1,39,elena,kitchen,wait,,keep_peace,0.973,clear,0.301,"thought again, and carried on"
daniel_ate_it,1,39,leo,kitchen,wait,,keep_peace,0.787,clear,0.331,stayed where they were
daniel_ate_it,1,40,daniel,bathroom,go_to,kitchen,get_food,0.734,too_close,0.052,went to kitchen
daniel_ate_it,1,40,mara,back_room,go_to,kitchen,get_food,0.652,clear,0.138,went to kitchen
daniel_ate_it,1,43,elena,kitchen,wait,,keep_peace,0.955,clear,0.299,stayed where they were
daniel_ate_it,1,44,daniel,kitchen,go_to,brothers_room,find_out,0.982,clear,0.140,went to brothers_room
daniel_ate_it,1,44,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,1,44,mara,kitchen,wait,,keep_peace,0.318,too_close,0.014,stayed where they were
daniel_ate_it,1,48,daniel,brothers_room,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,1,48,elena,kitchen,wait,,keep_peace,0.929,clear,0.296,stayed where they were
daniel_ate_it,1,49,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,1,49,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.003,sat with elena
daniel_ate_it,1,53,elena,kitchen,wait,,keep_peace,0.904,clear,0.292,stayed where they were
daniel_ate_it,1,54,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,1,56,daniel,brothers_room,go_to,kitchen,get_food,0.808,clear,0.232,went to kitchen
daniel_ate_it,1,57,elena,kitchen,wait,,keep_peace,0.861,clear,0.270,"thought again, and carried on"
daniel_ate_it,1,57,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
daniel_ate_it,1,57,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.003,sat with elena
daniel_ate_it,1,58,elena,kitchen,wait,,keep_peace,0.859,clear,0.269,stayed where they were
daniel_ate_it,1,59,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,1,60,daniel,kitchen,observe,elena,find_out,0.982,too_close,0.021,watched elena
daniel_ate_it,1,63,elena,kitchen,wait,,keep_peace,0.848,clear,0.263,stayed where they were
daniel_ate_it,1,64,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,1,64,elena,kitchen,wait,,keep_peace,0.846,too_close,0.080,"thought again, and carried on"
daniel_ate_it,1,64,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,1,65,elena,kitchen,wait,,keep_peace,0.825,clear,0.083,"thought again, and carried on"
daniel_ate_it,1,65,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
daniel_ate_it,1,65,mara,kitchen,go_to,bathroom,find_out,0.592,too_close,0.014,went to bathroom
daniel_ate_it,1,69,daniel,kitchen,observe,leo,find_out,0.982,too_close,0.021,watched leo
daniel_ate_it,1,69,elena,kitchen,wait,,keep_peace,0.825,clear,0.129,stayed where they were
daniel_ate_it,1,69,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,1,69,mara,bathroom,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,1,73,daniel,kitchen,wait,,keep_peace,0.428,clear,0.547,stayed where they were
daniel_ate_it,1,73,leo,kitchen,wait,,keep_peace,0.765,clear,0.157,"thought again, and carried on"
daniel_ate_it,1,74,elena,kitchen,wait,,keep_peace,0.825,clear,0.170,stayed where they were
daniel_ate_it,1,75,leo,kitchen,wait,,keep_peace,0.765,clear,0.196,stayed where they were
daniel_ate_it,1,77,mara,bathroom,go_to,kitchen,get_food,0.793,clear,0.231,went to kitchen
daniel_ate_it,1,78,daniel,kitchen,wait,,keep_peace,0.428,clear,0.547,stayed where they were
daniel_ate_it,1,79,elena,kitchen,wait,,keep_peace,0.825,clear,0.197,stayed where they were
daniel_ate_it,1,80,leo,kitchen,wait,,keep_peace,0.765,clear,0.258,stayed where they were
daniel_ate_it,1,81,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,1,83,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,1,84,elena,kitchen,wait,,keep_peace,0.825,clear,0.215,stayed where they were
daniel_ate_it,1,85,leo,kitchen,wait,,keep_peace,0.765,clear,0.289,stayed where they were
daniel_ate_it,1,86,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,
daniel_ate_it,1,88,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,
daniel_ate_it,1,89,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,
daniel_ate_it,1,90,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,
daniel_ate_it,2,1,daniel,kitchen,check_pantry,,find_out,0.982,clear,0.179,found 2 portions left
daniel_ate_it,2,1,elena,kitchen,comfort,mara,look_after:mara,0.877,too_close,0.000,sat with mara
daniel_ate_it,2,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
daniel_ate_it,2,1,mara,kitchen,comfort,elena,look_after:elena,0.922,too_close,0.007,
daniel_ate_it,2,4,daniel,kitchen,search_room,,find_out,0.982,clear,0.508,went through the room
daniel_ate_it,2,4,leo,kitchen,comfort,daniel,look_after:daniel,0.608,too_close,0.062,
daniel_ate_it,2,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,found 2 portions left
daniel_ate_it,2,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,stayed where they were
daniel_ate_it,2,9,mara,kitchen,check_pantry,,find_out,0.592,clear,0.217,found 2 portions left
daniel_ate_it,2,12,daniel,kitchen,go_to,back_room,find_out,0.982,clear,0.212,went to back_room
daniel_ate_it,2,12,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.183,"thought again, and carried on"
daniel_ate_it,2,12,mara,kitchen,search_room,,find_out,0.592,clear,0.273,went through the room
daniel_ate_it,2,13,elena,kitchen,wait,,keep_peace,0.972,clear,0.301,stayed where they were
daniel_ate_it,2,14,leo,kitchen,wait,,keep_peace,0.823,too_close,0.058,stayed where they were
daniel_ate_it,2,16,daniel,back_room,search_room,,find_out,0.982,clear,0.635,went through the room
daniel_ate_it,2,18,elena,kitchen,wait,,keep_peace,0.948,clear,0.298,
daniel_ate_it,2,19,leo,kitchen,search_room,,find_out,0.705,too_close,0.043,
daniel_ate_it,2,20,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
daniel_ate_it,2,20,leo,kitchen,comfort,elena,look_after:elena,0.676,too_close,0.003,
daniel_ate_it,2,20,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.417,sat with elena
daniel_ate_it,2,24,daniel,back_room,go_to,bathroom,find_out,0.982,too_close,0.025,went to bathroom
daniel_ate_it,2,28,daniel,bathroom,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,2,28,elena,kitchen,wait,,keep_peace,0.945,clear,0.298,stayed where they were
daniel_ate_it,2,28,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,stayed where they were
daniel_ate_it,2,28,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.002,"thought again, and carried on"
daniel_ate_it,2,29,elena,kitchen,wait,,keep_peace,0.903,clear,0.291,"thought again, and carried on"
daniel_ate_it,2,29,leo,kitchen,wait,,keep_peace,0.852,too_close,0.072,"thought again, and carried on"
daniel_ate_it,2,29,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.002,sat with elena
daniel_ate_it,2,33,elena,kitchen,wait,,keep_peace,0.885,clear,0.282,stayed where they were
daniel_ate_it,2,33,leo,kitchen,wait,,keep_peace,0.815,too_close,0.054,
daniel_ate_it,2,36,daniel,bathroom,go_to,kitchen,get_food,0.716,too_close,0.042,went to kitchen
daniel_ate_it,2,37,elena,kitchen,wait,,keep_peace,0.851,clear,0.265,"thought again, and carried on"
daniel_ate_it,2,37,leo,kitchen,search_room,,find_out,0.705,too_close,0.043,went through the room
daniel_ate_it,2,37,mara,kitchen,wait,,keep_peace,0.327,too_close,0.001,stayed where they were
daniel_ate_it,2,38,elena,kitchen,wait,,keep_peace,0.849,clear,0.264,stayed where they were
daniel_ate_it,2,40,daniel,kitchen,go_to,brothers_room,find_out,0.982,clear,0.140,went to brothers_room
daniel_ate_it,2,42,mara,kitchen,go_to,back_room,find_out,0.592,too_close,0.014,went to back_room
daniel_ate_it,2,43,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
daniel_ate_it,2,44,daniel,brothers_room,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,2,45,elena,kitchen,wait,,keep_peace,0.969,clear,0.300,"thought again, and carried on"
daniel_ate_it,2,45,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,2,46,mara,back_room,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,2,48,elena,kitchen,wait,,keep_peace,0.955,clear,0.299,stayed where they were
daniel_ate_it,2,50,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,2,52,daniel,brothers_room,go_to,kitchen,get_food,0.789,clear,0.222,went to kitchen
daniel_ate_it,2,53,elena,kitchen,wait,,keep_peace,0.930,clear,0.296,stayed where they were
daniel_ate_it,2,54,mara,back_room,go_to,kitchen,get_food,0.705,clear,0.183,went to kitchen
daniel_ate_it,2,55,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,2,56,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,2,58,elena,kitchen,wait,,keep_peace,0.905,clear,0.292,stayed where they were
daniel_ate_it,2,58,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.014,sat with daniel
daniel_ate_it,2,60,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,2,61,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,2,63,elena,kitchen,wait,,keep_peace,0.883,clear,0.281,stayed where they were
daniel_ate_it,2,65,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,stayed where they were
daniel_ate_it,2,66,daniel,kitchen,observe,leo,find_out,0.982,too_close,0.021,watched leo
daniel_ate_it,2,66,elena,kitchen,wait,,keep_peace,0.873,clear,0.276,"thought again, and carried on"
daniel_ate_it,2,66,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,"thought again, and carried on"
daniel_ate_it,2,66,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.014,sat with daniel
daniel_ate_it,2,68,elena,kitchen,wait,,keep_peace,0.866,clear,0.273,stayed where they were
daniel_ate_it,2,70,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,stayed where they were
daniel_ate_it,2,70,leo,kitchen,wait,,keep_peace,0.765,clear,0.157,"thought again, and carried on"
daniel_ate_it,2,71,leo,kitchen,wait,,keep_peace,0.765,clear,0.178,stayed where they were
daniel_ate_it,2,73,elena,kitchen,wait,,keep_peace,0.853,clear,0.266,stayed where they were
daniel_ate_it,2,74,daniel,kitchen,wait,,keep_peace,0.428,too_close,0.021,"thought again, and carried on"
daniel_ate_it,2,74,elena,kitchen,wait,,keep_peace,0.851,clear,0.265,"thought again, and carried on"
daniel_ate_it,2,74,leo,kitchen,wait,,keep_peace,0.765,clear,0.226,"thought again, and carried on"
daniel_ate_it,2,74,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,2,75,daniel,kitchen,observe,elena,find_out,0.982,too_close,0.021,watched elena
daniel_ate_it,2,76,leo,kitchen,wait,,keep_peace,0.765,clear,0.249,stayed where they were
daniel_ate_it,2,78,elena,kitchen,wait,,keep_peace,0.844,clear,0.261,
daniel_ate_it,2,79,daniel,kitchen,observe,mara,find_out,0.982,too_close,0.021,watched mara
daniel_ate_it,2,79,elena,kitchen,wait,,keep_peace,0.843,too_close,0.078,"thought again, and carried on"
daniel_ate_it,2,79,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.014,sat with daniel
daniel_ate_it,2,81,leo,kitchen,wait,,keep_peace,0.765,clear,0.284,stayed where they were
daniel_ate_it,2,83,daniel,kitchen,wait,,keep_peace,0.605,clear,0.248,stayed where they were
daniel_ate_it,2,83,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.233,
daniel_ate_it,2,83,leo,kitchen,wait,,keep_peace,0.935,too_close,0.000,"thought again, and carried on"
daniel_ate_it,2,83,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.014,"thought again, and carried on"
daniel_ate_it,2,86,leo,kitchen,wait,,keep_peace,0.896,too_close,0.058,
daniel_ate_it,2,88,daniel,kitchen,wait,,keep_peace,0.490,too_close,0.052,
daniel_ate_it,2,88,elena,kitchen,wait,,keep_peace,0.937,clear,0.219,
daniel_ate_it,2,88,leo,kitchen,wait,,keep_peace,0.870,clear,0.351,"thought again, and carried on"
daniel_ate_it,2,88,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.014,
daniel_ate_it,3,1,daniel,kitchen,check_pantry,,find_out,0.982,clear,0.179,found 2 portions left
daniel_ate_it,3,1,elena,kitchen,comfort,mara,look_after:mara,0.877,too_close,0.000,sat with mara
daniel_ate_it,3,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
daniel_ate_it,3,1,mara,kitchen,check_pantry,,find_out,0.592,too_close,0.007,found 2 portions left
daniel_ate_it,3,4,daniel,kitchen,search_room,,find_out,0.982,clear,0.508,went through the room
daniel_ate_it,3,4,leo,kitchen,wait,,keep_peace,0.942,too_close,0.062,stayed where they were
daniel_ate_it,3,4,mara,kitchen,comfort,daniel,look_after:daniel,0.888,clear,0.150,
daniel_ate_it,3,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,found 2 portions left
daniel_ate_it,3,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,"thought again, and carried on"
daniel_ate_it,3,9,mara,kitchen,search_room,,find_out,0.592,clear,0.283,went through the room
daniel_ate_it,3,10,leo,kitchen,wait,,keep_peace,0.864,too_close,0.078,stayed where they were
daniel_ate_it,3,12,daniel,kitchen,go_to,back_room,find_out,0.982,clear,0.212,went to back_room
daniel_ate_it,3,12,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.183,"thought again, and carried on"
daniel_ate_it,3,13,elena,kitchen,wait,,keep_peace,0.972,clear,0.301,
daniel_ate_it,3,15,leo,kitchen,wait,,keep_peace,0.815,too_close,0.054,
daniel_ate_it,3,16,daniel,back_room,search_room,,find_out,0.982,clear,0.635,went through the room
daniel_ate_it,3,17,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
daniel_ate_it,3,17,leo,kitchen,comfort,elena,look_after:elena,0.676,too_close,0.003,
daniel_ate_it,3,17,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.409,
daniel_ate_it,3,24,daniel,back_room,go_to,kitchen,get_food,0.660,too_close,0.025,went to kitchen
daniel_ate_it,3,25,elena,kitchen,wait,,keep_peace,0.946,clear,0.298,stayed where they were
daniel_ate_it,3,25,leo,kitchen,wait,,keep_peace,0.865,too_close,0.079,stayed where they were
daniel_ate_it,3,25,mara,kitchen,go_to,back_room,find_out,0.592,too_close,0.002,went to back_room
daniel_ate_it,3,28,daniel,kitchen,go_to,bathroom,find_out,0.982,clear,0.126,went to bathroom
daniel_ate_it,3,29,mara,back_room,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,3,30,elena,kitchen,wait,,keep_peace,0.920,clear,0.296,stayed where they were
daniel_ate_it,3,30,leo,kitchen,wait,,keep_peace,0.816,too_close,0.054,stayed where they were
daniel_ate_it,3,32,daniel,bathroom,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,3,35,elena,kitchen,wait,,keep_peace,0.896,clear,0.288,stayed where they were
daniel_ate_it,3,35,leo,kitchen,wait,,keep_peace,0.790,too_close,0.041,stayed where they were
daniel_ate_it,3,37,mara,back_room,go_to,kitchen,get_food,0.641,clear,0.133,went to kitchen
daniel_ate_it,3,40,daniel,bathroom,go_to,kitchen,get_food,0.734,too_close,0.052,went to kitchen
daniel_ate_it,3,40,elena,kitchen,wait,,keep_peace,0.876,clear,0.278,stayed where they were
daniel_ate_it,3,40,leo,kitchen,wait,,keep_peace,0.765,too_close,0.029,stayed where they were
daniel_ate_it,3,41,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.003,sat with elena
daniel_ate_it,3,44,daniel,kitchen,go_to,brothers_room,find_out,0.982,clear,0.140,went to brothers_room
daniel_ate_it,3,45,elena,kitchen,wait,,keep_peace,0.861,clear,0.270,stayed where they were
daniel_ate_it,3,45,leo,kitchen,wait,,keep_peace,0.765,too_close,0.029,stayed where they were
daniel_ate_it,3,48,daniel,brothers_room,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,3,49,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,"thought again, and carried on"
daniel_ate_it,3,49,leo,kitchen,wait,,keep_peace,0.765,too_close,0.029,"thought again, and carried on"
daniel_ate_it,3,49,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.003,sat with elena
daniel_ate_it,3,50,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
daniel_ate_it,3,50,leo,kitchen,search_room,,find_out,0.705,too_close,0.029,
daniel_ate_it,3,55,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
daniel_ate_it,3,56,daniel,brothers_room,go_to,kitchen,get_food,0.808,clear,0.232,went to kitchen
daniel_ate_it,3,57,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,"thought again, and carried on"
daniel_ate_it,3,57,leo,kitchen,wait,,keep_peace,0.765,too_close,0.029,stayed where they were
daniel_ate_it,3,57,mara,kitchen,go_to,bathroom,find_out,0.592,too_close,0.003,went to bathroom
daniel_ate_it,3,60,daniel,kitchen,observe,mara,find_out,0.982,too_close,0.021,watched mara
daniel_ate_it,3,60,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
daniel_ate_it,3,61,mara,bathroom,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,3,62,leo,kitchen,wait,,keep_peace,0.765,too_close,0.029,stayed where they were
daniel_ate_it,3,64,daniel,kitchen,observe,leo,find_out,0.982,too_close,0.021,watched leo
daniel_ate_it,3,65,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
daniel_ate_it,3,67,leo,kitchen,wait,,keep_peace,0.765,too_close,0.029,
daniel_ate_it,3,68,daniel,kitchen,observe,elena,find_out,0.982,too_close,0.021,watched elena
daniel_ate_it,3,68,leo,kitchen,search_room,,find_out,0.705,clear,0.164,went through the room
daniel_ate_it,3,69,mara,bathroom,go_to,kitchen,get_food,0.762,clear,0.214,went to kitchen
daniel_ate_it,3,70,elena,kitchen,wait,,keep_peace,0.825,clear,0.252,stayed where they were
daniel_ate_it,3,72,daniel,kitchen,wait,,keep_peace,0.428,clear,0.547,stayed where they were
daniel_ate_it,3,72,elena,kitchen,wait,,keep_peace,0.825,too_close,0.069,"thought again, and carried on"
daniel_ate_it,3,73,mara,kitchen,comfort,daniel,look_after:daniel,0.433,too_close,0.014,sat with daniel
daniel_ate_it,3,76,daniel,kitchen,wait,,keep_peace,0.576,clear,0.510,"thought again, and carried on"
daniel_ate_it,3,76,elena,kitchen,wait,,keep_peace,0.969,clear,0.191,stayed where they were
daniel_ate_it,3,76,leo,kitchen,wait,,keep_peace,0.765,clear,0.266,stayed where they were
daniel_ate_it,3,77,daniel,kitchen,wait,,keep_peace,0.563,clear,0.513,stayed where they were
daniel_ate_it,3,81,daniel,kitchen,wait,,keep_peace,0.479,too_close,0.047,"thought again, and carried on"
daniel_ate_it,3,81,elena,kitchen,wait,,keep_peace,0.945,clear,0.223,stayed where they were
daniel_ate_it,3,81,leo,kitchen,wait,,keep_peace,0.765,clear,0.293,stayed where they were
daniel_ate_it,3,81,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,stayed where they were
daniel_ate_it,3,82,daniel,kitchen,wait,,keep_peace,0.475,too_close,0.045,stayed where they were
daniel_ate_it,3,86,elena,kitchen,wait,,keep_peace,0.920,clear,0.239,
daniel_ate_it,3,86,leo,kitchen,wait,,keep_peace,0.765,clear,0.320,
daniel_ate_it,3,86,mara,kitchen,wait,,keep_peace,0.300,too_close,0.014,
daniel_ate_it,3,87,daniel,kitchen,wait,,keep_peace,0.458,too_close,0.036,
daniel_ate_it,4,1,daniel,kitchen,check_pantry,,find_out,0.982,clear,0.179,found 2 portions left
daniel_ate_it,4,1,elena,kitchen,comfort,daniel,look_after:daniel,0.877,too_close,0.000,sat with daniel
daniel_ate_it,4,1,leo,kitchen,check_pantry,,guard_supplies,0.850,clear,0.252,found 2 portions left
daniel_ate_it,4,1,mara,kitchen,check_pantry,,find_out,0.592,too_close,0.007,found 2 portions left
daniel_ate_it,4,4,daniel,kitchen,search_room,,find_out,0.982,clear,0.508,went through the room
daniel_ate_it,4,4,leo,kitchen,comfort,mara,look_after:mara,0.608,too_close,0.062,
daniel_ate_it,4,4,mara,kitchen,comfort,daniel,look_after:daniel,0.888,clear,0.150,
daniel_ate_it,4,9,daniel,kitchen,search_room,,find_out,0.982,clear,0.644,"thought again, and carried on"
daniel_ate_it,4,9,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.194,found 2 portions left
daniel_ate_it,4,9,leo,kitchen,wait,,keep_peace,0.877,clear,0.085,stayed where they were
daniel_ate_it,4,9,mara,kitchen,search_room,,find_out,0.592,clear,0.253,went through the room
daniel_ate_it,4,12,daniel,kitchen,go_to,back_room,find_out,0.982,clear,0.213,went to back_room
daniel_ate_it,4,12,elena,kitchen,check_pantry,,guard_supplies,0.850,clear,0.183,"thought again, and carried on"
daniel_ate_it,4,13,elena,kitchen,wait,,keep_peace,0.972,clear,0.301,
daniel_ate_it,4,14,leo,kitchen,wait,,keep_peace,0.823,too_close,0.058,
daniel_ate_it,4,16,daniel,back_room,search_room,,find_out,0.982,clear,0.635,went through the room
daniel_ate_it,4,17,elena,kitchen,comfort,mara,look_after:mara,0.877,clear,0.231,sat with mara
daniel_ate_it,4,17,leo,kitchen,comfort,mara,look_after:mara,0.676,too_close,0.003,
daniel_ate_it,4,17,mara,kitchen,comfort,elena,look_after:elena,0.922,clear,0.408,
daniel_ate_it,4,24,daniel,back_room,go_to,kitchen,get_food,0.660,too_close,0.019,went to kitchen
daniel_ate_it,4,25,elena,kitchen,wait,,keep_peace,0.946,clear,0.298,stayed where they were
daniel_ate_it,4,25,leo,kitchen,wait,,keep_peace,0.865,too_close,0.079,stayed where they were
daniel_ate_it,4,25,mara,kitchen,wait,,keep_peace,0.362,too_close,0.003,stayed where they were
daniel_ate_it,4,28,daniel,kitchen,go_to,bathroom,find_out,0.982,clear,0.140,went to bathroom
daniel_ate_it,4,30,elena,kitchen,wait,,keep_peace,0.920,clear,0.296,stayed where they were
daniel_ate_it,4,30,leo,kitchen,wait,,keep_peace,0.816,too_close,0.054,stayed where they were
daniel_ate_it,4,30,mara,kitchen,comfort,elena,look_after:elena,0.418,too_close,0.012,sat with elena
daniel_ate_it,4,32,daniel,bathroom,search_room,,find_out,0.982,clear,0.974,went through the room
daniel_ate_it,4,35,elena,kitchen,wait,,keep_peace,0.896,clear,0.288,stayed where they were
daniel_ate_it,4,35,leo,kitchen,wait,,keep_peace,0.790,too_close,0.041,stayed where they were
daniel_ate_it,4,38,elena,kitchen,wait,,keep_peace,0.860,clear,0.269,"thought again, and carried on"
daniel_ate_it,4,38,leo,kitchen,wait,,keep_peace,0.765,too_close,0.029,"thought again, and carried on"
daniel_ate_it,4,38,mara,kitchen,go_to,back_room,find_out,0.592,too_close,0.001,went to back_room
daniel_ate_it,4,40,daniel,bathroom,go_to,kitchen,get_food,0.734,too_close,0.052,went to kitchen
daniel_ate_it,4,40,elena,kitchen,wait,,keep_peace,0.855,clear,0.267,stayed where they were
daniel_ate_it,4,40,leo,kitchen,search_room,,find_out,0.705,too_close,0.029,went through the room
daniel_ate_it,4,42,mara,back_room,search_room,,find_out,0.592,clear,0.523,went through the room
daniel_ate_it,4,44,daniel,kitchen,go_to,brothers_room,find_out,0.982,clear,0.140,went to brothers_room
